Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
422,Monroe County Department of Health Clinics,DTC,Diagnostic and Treatment Center,9/27/1979,111 Westfall Road,,Rochester,New York,14692,5857535071,5857535188,,27,Monroe,2,Western Regional Office - Rochester,,,2701215R,County of Monroe Department of Health,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.114513,-77.619347,"(43.114513, -77.619347)"
423,Planned Parenthood of Central and Western New York,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/27/1979,114 University Avenue,,Rochester,New York,14605,5855462595,,,27,Monroe,2,Western Regional Office - Rochester,"Planned Parenthood of Central and Western New York, Inc.",223,1401238R,"Planned Parenthood of Central and Western New York, Inc.",2697 Main Street,,Buffalo,New York,14214,,,,,New York,,Not for Profit Corporation,43.160461,-77.599838,"(43.160461, -77.599838)"
427,Woodward Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/27/1979,480 Genesee St,,Rochester,New York,14611,5854363040,,,27,Monroe,2,Western Regional Office - Rochester,Anthony L Jordan Health Center,420,2701211R,Anthony L Jordan Health Center,Box 876-82 Holland Street,,Rochester,New York,14603,,,,,New York,,Not for Profit Corporation,43.140572,-77.635941,"(43.140572, -77.635941)"
427,Woodward Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/27/1979,480 Genesee St,,Rochester,New York,14611,5854363040,,,27,Monroe,2,Western Regional Office - Rochester,Anthony L Jordan Health Center,420,2701220R,Anthony L Jordan Health Center,Box 876-82 Holland Street,,Rochester,New York,14603,,,,,New York,,Not for Profit Corporation,43.140572,-77.635941,"(43.140572, -77.635941)"
428,Oak Orchard Community Health Center Inc,DTC,Diagnostic and Treatment Center,9/27/1979,300 West Avenue,,Brockport,New York,14420,5856375319,,,27,Monroe,2,Western Regional Office - Rochester,,,2701221R,Oak Orchard Community Health Center Inc,80 West Main Street,,Brockport,New York,14420,,,,,New York,,Not for Profit Corporation,43.220085,-77.950653,"(43.220085, -77.950653)"
431,Aaron Manor Rehabilitation and Nursing Center,NH,Residential Health Care Facility - SNF,2/1/1989,100 St. Camillus Way,,Fairport,New York,14450,5853774000,,,27,Monroe,2,Western Regional Office - Rochester,,,2725301N,"CPR Associates, LLC",100 St. Camillus Way,,Fairport,New York,14450,,,,,New York,,LLC,43.121498,-77.441704,"(43.121498, -77.441704)"
434,Baird Nursing Home LLC,NH,Residential Health Care Facility - SNF,2/1/1980,2150 St Paul Street,,Rochester,New York,14621,5853425540,,,27,Monroe,2,Western Regional Office - Rochester,,,2701357N,Stephen Heard LLC,2150 St Paul St,,Rochester,New York,14621,,,,,New York,,LLC,43.195732,-77.61779,"(43.195732, -77.61779)"
437,"The Shore Winds, LLC",NH,Residential Health Care Facility - SNF,2/1/1980,425 Beach Avenue,,Rochester,New York,14612,5856630930,,,27,Monroe,2,Western Regional Office - Rochester,,,2701359N,"The Shore Winds, LLC",740 East Avenue,,Rochester,New York,14607,,,,,New York,,LLC,43.26236,-77.614731,"(43.26236, -77.614731)"
438,The Children's Aid Society,DTC-EC,Diagnostic and Treatment Center Extension Clinic,6/26/1980,14-32 West 118th Street,,New York,New York,10026,2129494379,,,7093,New York,5,Metropolitan Area Regional Office - New York City,The Children's Aid Society,6447,7002233R,The Childrens Aid Society,356 East 88 Street,,New York,New York,10028,,,,,New York,,Not for Profit Corporation,40.802593,-73.947128,"(40.802593, -73.947128)"
440,Monroe Community Hospital,NH,Residential Health Care Facility - SNF,1/1/1901,435 East Henrietta Road,,Rochester,New York,14620,5857606500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701006N,County of Monroe,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.112251,-77.616165,"(43.112251, -77.616165)"
441,Lower Eastside Service Center Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/15/1980,62 East Broadway,,New York,New York,10002,2122335372,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Lower Eastside Service Center Inc,1562,7002293R,Lower Eastside Service Center Inc,46 East Broadway,,New York,New York,10002,,,,,New York,,Not for Profit Corporation,40.713696,-73.995163,"(40.713696, -73.995163)"
442,St Johns Health Care Corporation,NH,Residential Health Care Facility - SNF,8/1/1980,150 Highland Avenue,,Rochester,New York,14620,5852715413,,,27,Monroe,2,Western Regional Office - Rochester,,,2701353N,St Johns Health Care Corporation,150 Highland Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.130035,-77.609718,"(43.130035, -77.609718)"
444,Church Home of the Protestant Episcopal Church,NH,Residential Health Care Facility - SNF,1/1/1901,505 Mt Hope Avenue,,Rochester,New York,14620,5855468400,,,27,Monroe,2,Western Regional Office - Rochester,,,2701339N,Church Home of the Protestant Episcopal Church,505 Mount Hope Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.140167,-77.613838,"(43.140167, -77.613838)"
446,Brighton Manor,NH,Residential Health Care Facility - SNF,8/1/1979,989 Blossom Road,,Rochester,New York,14610,5854823500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701354N,Blossom Health Care Center Inc,989 Blossom Road,,Rochester,New York,14610,,,,,New York,,Business Corporation,43.149281,-77.544769,"(43.149281, -77.544769)"
448,New Roc Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,3/25/1999,1335 Portland Ave,,Rochester,New York,14621,5855444000,,,27,Monroe,2,Western Regional Office - Rochester,,,2701360N,"Blossom North, LLC",1335 Portland Avenue,,Rochester,New York,14621,,,,,New York,,LLC,43.190228,-77.584351,"(43.190228, -77.584351)"
449,Wesley Gardens Corporation,NH,Residential Health Care Facility - SNF,2/1/1989,3 Upton Park,,Rochester,New York,14607,5852412100,,,27,Monroe,2,Western Regional Office - Rochester,,,2701352N,Wesley Gardens Corporation,3 Upton Park,,Rochester,New York,14607,,,,,New York,,Not for Profit Corporation,43.154247,-77.586456,"(43.154247, -77.586456)"
457,Wedgewood Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,8/1/1980,5 Church Street,,Spencerport,New York,14559,5853524810,5853521032,,27,Monroe,2,Western Regional Office - Rochester,,,2722302N,LFG Operating LLC,5 Church Street,,Spencerport,New York,14559,,,,,New York,,LLC,43.192566,-77.802086,"(43.192566, -77.802086)"
459,Fairport Baptist Homes,NH,Residential Health Care Facility - SNF,1/1/1901,4646 Nine Mile Point Road,,Fairport,New York,14450,5853770350,,,27,Monroe,2,Western Regional Office - Rochester,,,2725300N,Fairport Baptist Home,4646 Nine Mile Point Road,,Fairport,New York,14450,,,,,New York,,Not for Profit Corporation,43.109913,-77.441704,"(43.109913, -77.441704)"
462,Maplewood Nursing Home Inc,NH,Residential Health Care Facility - SNF,1/1/1901,100 Daniel Drive,,Webster,New York,14580,5858721800,,,27,Monroe,2,Western Regional Office - Rochester,,,2729300N,Maplewood Nursing Home Inc,100 Daniel Drive,,Webster,New York,14580,,,,,New York,,Business Corporation,43.212967,-77.435051,"(43.212967, -77.435051)"
463,"The Brightonian, Inc",NH,Residential Health Care Facility - SNF,8/1/1979,1919 Elmwood Avenue,,Rochester,New York,14620,5852718700,,,27,Monroe,2,Western Regional Office - Rochester,,,2750307N,"The Brightonian, Inc",1919 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Business Corporation,43.125744,-77.586365,"(43.125744, -77.586365)"
464,The Friendly Home,NH,Residential Health Care Facility - SNF,1/1/1901,3156 East Avenue,,Rochester,New York,14618,5853811600,,,27,Monroe,2,Western Regional Office - Rochester,,,2750301N,Rochester Friendly Home Inc,3156 East Avenue,,Rochester,New York,14618,,,,,New York,,Not for Profit Corporation,43.126938,-77.527718,"(43.126938, -77.527718)"
465,The Hurlbut,NH,Residential Health Care Facility - SNF,8/1/1979,1177 East Henrietta Rd,,Rochester,New York,14623,5854244770,,,27,Monroe,2,Western Regional Office - Rochester,,,2750308N,"The Hurlbut, LLC",1177 East Henrietta Road,,Rochester,New York,14623,,,,,New York,,LLC,43.097446,-77.613304,"(43.097446, -77.613304)"
466,Woodside Manor Nursing Home Inc,NH,Residential Health Care Facility - SNF,1/1/1901,2425 Clinton Avenue South,,Rochester,New York,14618,5854610370,,,27,Monroe,2,Western Regional Office - Rochester,,,2750303N,Woodside Manor Nursing Home Inc,2425 Clinton Avenue South,,Rochester,New York,14618,,,,,New York,,Business Corporation,43.110882,-77.597885,"(43.110882, -77.597885)"
468,Lower Eastside Service Center Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/15/1980,46 East Broadway,,New York,New York,10002,2122335372,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Lower Eastside Service Center Inc,1562,7002293R,Lower Eastside Service Center Inc,46 East Broadway,,New York,New York,10002,,,,,New York,,Not for Profit Corporation,40.713638,-73.99585,"(40.713638, -73.99585)"
469,Elderwood of Lakeside at Brockport,NH,Residential Health Care Facility - SNF,2/1/1989,170 West Avenue,,Brockport,New York,14420,5853956052,5853956007,,27,Monroe,2,Western Regional Office - Rochester,,,2728300N,"170 West Avenue Operating Company, LLC",170 West Avenue,,Brockport,New York,14420,,,,,New York,,LLC,43.220108,-77.945473,"(43.220108, -77.945473)"
470,Creekview Nursing and Rehab Center,NH,Residential Health Care Facility - SNF,8/1/1980,525 Beahan Road,,Rochester,New York,14624,5852477880,,,27,Monroe,2,Western Regional Office - Rochester,,,2753301N,Westgate Nursing Home Inc.,525 Beahan Road,,Rochester,New York,14624,,,,,New York,,Business Corporation,43.128445,-77.686188,"(43.128445, -77.686188)"
471,The Unity Hospital of Rochester,HOSP,Hospital,1/1/1901,1555 Long Pond Road,,Rochester,New York,14626,5857237000,,,27,Monroe,2,Western Regional Office - Rochester,,,2754001H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Park Ridge Hospital Inc,1555 Long Pond Road,,Rochester,New York,14626,Not for Profit Corporation,43.191551,-77.701538,"(43.191551, -77.701538)"
472,Hamilton Manor Nursing Home,NH,Residential Health Care Facility - SNF,1/1/1901,1172 Long Pond Road,,Rochester,New York,14626,5852250450,5852254306,,27,Monroe,2,Western Regional Office - Rochester,,,2701364N,"Hamilton Manor Nursing Home, LLC",740 East Avenue,,Rochester,New York,14607,,,,,New York,,LLC,43.215839,-77.695869,"(43.215839, -77.695869)"
473,Latta Road Nursing Home West,NH,Residential Health Care Facility - SNF,1/1/1901,2100 Latta Road,,Rochester,New York,14612,5852250910,5852255126,,27,Monroe,2,Western Regional Office - Rochester,,,2701362N,"Latta Road Nursing Home West, LLC",740 East Avenue,,Rochester,New York,14607,,,,,New York,,LLC,43.252987,-77.666794,"(43.252987, -77.666794)"
474,Park Ridge Nursing Home,NH,Residential Health Care Facility - SNF,1/1/1901,1555 Long Pond Road,,Rochester,New York,14626,5857237205,,,27,Monroe,2,Western Regional Office - Rochester,,,2754302N,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Park Ridge Nursing Home Inc,1555 Long Pond Road,,Rochester,New York,14626,Not for Profit Corporation,43.191551,-77.701538,"(43.191551, -77.701538)"
475,Latta Road Nursing Home East,NH,Residential Health Care Facility - SNF,1/1/1901,2102 Latta Road,,Rochester,New York,14612,5852250920,5852255126,,27,Monroe,2,Western Regional Office - Rochester,,,2701363N,"Latta Road Nursing Home East, LLC",740 East Avenue,,Rochester,New York,14607,,,,,New York,,LLC,43.252987,-77.666809,"(43.252987, -77.666809)"
476,St Anns Community,NH,Residential Health Care Facility - SNF,1/1/1901,1500 Portland Avenue,,Rochester,New York,14621,5856976000,,,27,Monroe,2,Western Regional Office - Rochester,,,2757300N,St Anns Home for the Aged,1500 Portland Avenue,,Rochester,New York,14621,,,,,New York,,Not for Profit Corporation,43.193474,-77.584404,"(43.193474, -77.584404)"
477,St Anns Community,NH,Residential Health Care Facility - SNF,1/1/1991,920 Cherry Ridge Boulevard,,Webster,New York,14580,5856976999,5853471122,,27,Monroe,2,Western Regional Office - Rochester,,,2757301N,"St Anns Nursing Home Company Inc, (The Heritage)",1450 Portland Avenue,,Rochester,New York,14621,,,,,New York,,Not for Profit Corporation,43.209,-77.469734,"(43.209, -77.469734)"
478,Penfield Place,NH,Residential Health Care Facility - SNF,2/1/1980,1700 Penfield Rd,,Penfield,New York,14526,5855867433,,,27,Monroe,2,Western Regional Office - Rochester,,,2761303N,"Penfield Place, LLC",1700 Penfield Road,,Penfield,New York,14526,,,,,New York,,LLC,43.129601,-77.486,"(43.129601, -77.486)"
479,Hill Haven Nursing Home,NH,Residential Health Care Facility - SNF,2/1/1989,1550 Empire Blvd,,Webster,New York,14580,5856714300,,,27,Monroe,2,Western Regional Office - Rochester,,,2761302N,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Rochester General Long Term Care Inc,Harter Secrest@Emery 700 Midtown Tow,,Rochester,New York,14604,Not for Profit Corporation,43.180614,-77.508743,"(43.180614, -77.508743)"
481,Crest Manor Living and Rehabilitation Center,NH,Residential Health Care Facility - SNF,2/1/1980,6745 Pittsford-Palmyra Road,,Fairport,New York,14450,5852233633,,,27,Monroe,2,Western Regional Office - Rochester,,,2762301N,"Crest Manor Living and Rehabilitation Center, Inc.",6745 Pittsford-Palmyra Road,,Fairport,New York,14450,,,,,New York,,Business Corporation,43.069122,-77.441177,"(43.069122, -77.441177)"
482,St. Mary's Healthcare - Amsterdam Memorial Campus,HOSP,Hospital,1/1/1901,4988 Sthwy 30,,Amsterdam,New York,12010,5188423100,,,28,Montgomery,4,Capital District Regional Office,St. Mary's Healthcare,484,2801001H,St. Mary's Healthcare,427 Guy Park Ave,,Amsterdam,New York,12010,,,,,New York,,Not for Profit Corporation,42.961201,-74.186272,"(42.961201, -74.186272)"
483,Wilkinson Residential Health Care Facility,NH,Residential Health Care Facility - SNF,1/1/1901,4988 Sthwy 30,,Amsterdam,New York,12010,5188423100,,,28,Montgomery,4,Capital District Regional Office,,,2801001N,St. Mary's Healthcare,427 Guy Park Ave,,Amsterdam,New York,12010,,,,,New York,,Not for Profit Corporation,42.961201,-74.186272,"(42.961201, -74.186272)"
484,St. Mary's Healthcare,HOSP,Hospital,1/1/1901,427 Guy Park Avenue,,Amsterdam,New York,12010,5188421900,,,28,Montgomery,4,Capital District Regional Office,,,2801001H,St. Mary's Healthcare,427 Guy Park Ave,,Amsterdam,New York,12010,,,,,New York,,Not for Profit Corporation,42.953758,-74.216194,"(42.953758, -74.216194)"
485,River Ridge Living Center,NH,Residential Health Care Facility - SNF,8/1/1979,100 Sandy Drive,,Amsterdam,New York,12010,5188433503,,,28,Montgomery,4,Capital District Regional Office,,,2801305N,"River Ridge Operating, LLC",100 Sandy Drive,,Amsterdam,New York,12010,,,,,New York,,LLC,42.937553,-74.205254,"(42.937553, -74.205254)"
487,Montgomery Co Public Health Department,DTC,Diagnostic and Treatment Center,9/27/1979,20 Park Street,,Fonda,New York,12068,5188533531,,,28,Montgomery,4,Capital District Regional Office,,,2825200R,County of Montgomery,12 Princeton Street,,Amsterdam,New York,12010,,,,,New York,,County,42.952969,-74.373688,"(42.952969, -74.373688)"
488,Capstone Center for Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,1/1/1901,302 Swart Hill Road,,Amsterdam,New York,12010,5188426790,,,28,Montgomery,4,Capital District Regional Office,,,2850301N,"CSRNC, LLC",1 Hillcrest Drive,Suite 225,Spring Valley,New York,10977,,,,,New York,,LLC,42.914402,-74.104347,"(42.914402, -74.104347)"
489,Palatine Nursing Home,NH,Residential Health Care Facility - SNF,9/27/1979,154 Lafayette Street,,Palatine Bridge,New York,13428,5186735212,,,28,Montgomery,4,Capital District Regional Office,,,2827000N,"Cosden, LLC",224 Brookville Road,,Glen Head,New York,11545,,,,,New York,,LLC,42.920784,-74.570427,"(42.920784, -74.570427)"
490,Glen Cove Hospital,HOSP,Hospital,1/1/1901,101 St Andrews Lane,,Glen Cove,New York,11542,5166747588,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901000H,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Glen Cove Hospital,St Andrews Lane,,Glen Cove,New York,11542,Not for Profit Corporation,40.871731,-73.62159,"(40.871731, -73.62159)"
491,Glengariff Health Care Center,NH,Residential Health Care Facility - SNF,1/1/1901,141 Dosoris Lane,,Glen Cove,New York,11542,5166761100,5167590216,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901300N,The Glengariff Corporation,Glengariff Drive,,Glen Cove,New York,11542,,,,,New York,,Business Corporation,40.881001,-73.630241,"(40.881001, -73.630241)"
492,Marquis Rehabilitation & Nursing Center,NH,Residential Health Care Facility - SNF,3/31/1998,2 Medical Plaza,,Glen Cove,New York,11542,5166710858,5166710988,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901304N,"Montclair Care Center, Inc",2 Medical Plaza,,Glen Cove,New York,11542,,,,,New York,,Business Corporation,40.874683,-73.623032,"(40.874683, -73.623032)"
493,Glen Cove Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,1/1/1991,6 Medical Plaza,,Glen Cove,New York,11542,5166719010,5166714761,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2901305N,"Forest Manor Care Center, Inc",6 Medical Plaza,,Glen Cove,New York,11542,,,,,New York,,Business Corporation,40.874641,-73.623016,"(40.874641, -73.623016)"
